commodityName,stat_year,market_month,textbox2,textbox3,Textbox9,Textbox13,Textbox11
"Strawberries, export value and volume history by market year (Frozen)",2022,Jan,"1,878","3,172,091",1.69,"1,878","3,172,091"
"Strawberries, export value and volume history by market year (Frozen)",2022,Feb,"1,433","2,963,092",2.07,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Mar,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Apr,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,May,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Jun,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Jul,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Aug,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Sep,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Oct,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Nov,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2022,Dec,NA,NA,NA,"3,311","6,135,183"
"Strawberries, export value and volume history by market year (Frozen)",2021,Jan,"1,321","1,458,697",1.10,"1,321","1,458,697"
"Strawberries, export value and volume history by market year (Frozen)",2021,Feb,"1,588","1,720,149",1.08,"2,909","3,178,846"
"Strawberries, export value and volume history by market year (Frozen)",2021,Mar,"1,961","2,361,585",1.20,"4,870","5,540,431"
"Strawberries, export value and volume history by market year (Frozen)",2021,Apr,"2,909","3,385,755",1.16,"7,779","8,926,186"
"Strawberries, export value and volume history by market year (Frozen)",2021,May,"2,757","3,384,663",1.23,"10,536","12,310,849"
"Strawberries, export value and volume history by market year (Frozen)",2021,Jun,"3,508","4,895,453",1.40,"14,044","17,206,302"
"Strawberries, export value and volume history by market year (Frozen)",2021,Jul,"2,214","2,719,235",1.23,"16,258","19,925,537"
"Strawberries, export value and volume history by market year (Frozen)",2021,Aug,"3,011","4,167,147",1.38,"19,268","24,092,684"
"Strawberries, export value and volume history by market year (Frozen)",2021,Sep,"2,121","2,573,451",1.21,"21,389","26,666,135"
"Strawberries, export value and volume history by market year (Frozen)",2021,Oct,"2,316","3,041,395",1.31,"23,705","29,707,530"
"Strawberries, export value and volume history by market year (Frozen)",2021,Nov,"1,582","2,145,626",1.36,"25,287","31,853,156"
"Strawberries, export value and volume history by market year (Frozen)",2021,Dec,"1,237","1,689,403",1.37,"26,524","33,542,559"
"Strawberries, export value and volume history by market year (Frozen)",2020,Jan,"1,628","1,722,078",1.06,"1,628","1,722,078"
"Strawberries, export value and volume history by market year (Frozen)",2020,Feb,"1,923","2,544,920",1.32,"3,550","4,266,998"
"Strawberries, export value and volume history by market year (Frozen)",2020,Mar,"1,839","2,302,200",1.25,"5,390","6,569,198"
"Strawberries, export value and volume history by market year (Frozen)",2020,Apr,"2,252","2,689,887",1.19,"7,642","9,259,085"
"Strawberries, export value and volume history by market year (Frozen)",2020,May,"2,463","2,655,504",1.08,"10,105","11,914,589"
"Strawberries, export value and volume history by market year (Frozen)",2020,Jun,"2,924","3,573,299",1.22,"13,028","15,487,888"
"Strawberries, export value and volume history by market year (Frozen)",2020,Jul,"1,942","2,495,278",1.29,"14,970","17,983,166"
"Strawberries, export value and volume history by market year (Frozen)",2020,Aug,"2,441","2,890,410",1.18,"17,411","20,873,576"
"Strawberries, export value and volume history by market year (Frozen)",2020,Sep,"3,449","3,201,296",0.93,"20,860","24,074,872"
"Strawberries, export value and volume history by market year (Frozen)",2020,Oct,"2,340","2,707,876",1.16,"23,201","26,782,748"
"Strawberries, export value and volume history by market year (Frozen)",2020,Nov,"1,451","1,682,626",1.16,"24,652","28,465,374"
"Strawberries, export value and volume history by market year (Frozen)",2020,Dec,"1,265","1,407,726",1.11,"25,917","29,873,100"
"Strawberries, export value and volume history by market year (Frozen)",2019,Jan,"2,623","3,416,954",1.30,"2,623","3,416,954"
"Strawberries, export value and volume history by market year (Frozen)",2019,Feb,"3,316","3,955,793",1.19,"5,939","7,372,747"
"Strawberries, export value and volume history by market year (Frozen)",2019,Mar,"2,473","3,409,745",1.38,"8,412","10,782,492"
"Strawberries, export value and volume history by market year (Frozen)",2019,Apr,"3,100","3,828,440",1.24,"11,512","14,610,932"
"Strawberries, export value and volume history by market year (Frozen)",2019,May,"2,562","3,477,958",1.36,"14,074","18,088,890"
"Strawberries, export value and volume history by market year (Frozen)",2019,Jun,"3,006","3,723,896",1.24,"17,080","21,812,786"
"Strawberries, export value and volume history by market year (Frozen)",2019,Jul,"2,740","3,339,430",1.22,"19,820","25,152,216"
"Strawberries, export value and volume history by market year (Frozen)",2019,Aug,"3,945","4,514,037",1.14,"23,765","29,666,253"
"Strawberries, export value and volume history by market year (Frozen)",2019,Sep,"2,742","3,398,982",1.24,"26,507","33,065,235"
"Strawberries, export value and volume history by market year (Frozen)",2019,Oct,"3,031","3,238,623",1.07,"29,538","36,303,858"
"Strawberries, export value and volume history by market year (Frozen)",2019,Nov,"2,257","2,422,366",1.07,"31,795","38,726,224"
"Strawberries, export value and volume history by market year (Frozen)",2019,Dec,"1,931","2,199,748",1.14,"33,726","40,925,972"
"Strawberries, export value and volume history by market year (Frozen)",2018,Jan,"2,407","2,797,473",1.16,"2,407","2,797,473"
"Strawberries, export value and volume history by market year (Frozen)",2018,Feb,"2,951","3,257,034",1.10,"5,358","6,054,507"
"Strawberries, export value and volume history by market year (Frozen)",2018,Mar,"4,039","4,265,484",1.06,"9,398","10,319,991"
"Strawberries, export value and volume history by market year (Frozen)",2018,Apr,"2,850","3,388,384",1.19,"12,248","13,708,375"
"Strawberries, export value and volume history by market year (Frozen)",2018,May,"3,265","3,763,555",1.15,"15,512","17,471,930"
"Strawberries, export value and volume history by market year (Frozen)",2018,Jun,"3,568","4,202,443",1.18,"19,080","21,674,373"
"Strawberries, export value and volume history by market year (Frozen)",2018,Jul,"4,006","4,957,614",1.24,"23,086","26,631,987"
"Strawberries, export value and volume history by market year (Frozen)",2018,Aug,"4,068","4,914,215",1.21,"27,154","31,546,202"
"Strawberries, export value and volume history by market year (Frozen)",2018,Sep,"3,838","4,303,447",1.12,"30,992","35,849,649"
"Strawberries, export value and volume history by market year (Frozen)",2018,Oct,"7,020","6,821,435",0.97,"38,012","42,671,084"
"Strawberries, export value and volume history by market year (Frozen)",2018,Nov,"4,207","4,538,761",1.08,"42,219","47,209,845"
"Strawberries, export value and volume history by market year (Frozen)",2018,Dec,"2,678","3,234,060",1.21,"44,897","50,443,905"
"Strawberries, export value and volume history by market year (Frozen)",2017,Jan,"3,888","2,616,528",0.67,"3,888","2,616,528"
"Strawberries, export value and volume history by market year (Frozen)",2017,Feb,"4,305","2,954,324",0.69,"8,193","5,570,852"
"Strawberries, export value and volume history by market year (Frozen)",2017,Mar,"4,293","2,890,132",0.67,"12,485","8,460,984"
"Strawberries, export value and volume history by market year (Frozen)",2017,Apr,"4,435","3,029,452",0.68,"16,920","11,490,436"
"Strawberries, export value and volume history by market year (Frozen)",2017,May,"5,569","3,447,585",0.62,"22,489","14,938,021"
"Strawberries, export value and volume history by market year (Frozen)",2017,Jun,"5,773","3,891,969",0.67,"28,262","18,829,990"
"Strawberries, export value and volume history by market year (Frozen)",2017,Jul,"3,321","4,455,299",1.34,"31,583","23,285,289"
"Strawberries, export value and volume history by market year (Frozen)",2017,Aug,"2,859","3,312,605",1.16,"34,442","26,597,894"
"Strawberries, export value and volume history by market year (Frozen)",2017,Sep,"4,240","4,257,634",1.00,"38,682","30,855,528"
"Strawberries, export value and volume history by market year (Frozen)",2017,Oct,"3,264","4,048,935",1.24,"41,946","34,904,463"
"Strawberries, export value and volume history by market year (Frozen)",2017,Nov,"2,346","2,412,668",1.03,"44,292","37,317,131"
"Strawberries, export value and volume history by market year (Frozen)",2017,Dec,"2,787","3,153,037",1.13,"47,079","40,470,168"
"Strawberries, export value and volume history by market year (Frozen)",2016,Jan,"2,790","1,804,537",0.65,"2,790","1,804,537"
"Strawberries, export value and volume history by market year (Frozen)",2016,Feb,"4,481","2,816,738",0.63,"7,270","4,621,275"
"Strawberries, export value and volume history by market year (Frozen)",2016,Mar,"4,527","3,064,812",0.68,"11,798","7,686,087"
"Strawberries, export value and volume history by market year (Frozen)",2016,Apr,"3,624","2,553,863",0.70,"15,422","10,239,950"
"Strawberries, export value and volume history by market year (Frozen)",2016,May,"4,607","2,912,916",0.63,"20,029","13,152,866"
"Strawberries, export value and volume history by market year (Frozen)",2016,Jun,"5,001","3,392,055",0.68,"25,030","16,544,921"
"Strawberries, export value and volume history by market year (Frozen)",2016,Jul,"5,592","3,207,805",0.57,"30,622","19,752,726"
"Strawberries, export value and volume history by market year (Frozen)",2016,Aug,"5,885","4,063,388",0.69,"36,506","23,816,114"
"Strawberries, export value and volume history by market year (Frozen)",2016,Sep,"4,601","3,166,546",0.69,"41,108","26,982,660"
